,accession,pred_prob,protein,protein_probability,mRNA,y
1680,YPR203W,0.17776066064834595,YPR203W,0.0,0.39,0
1681,YOR027W,0.8565135598182678,YOR027W,1.0,3.09,1
1682,YPR088C,0.6189792156219482,YPR088C,0.0,2.07,1
1683,YFR036W,0.5590510368347168,YFR036W,0.0,0.75,0
1684,YBR197C,0.17776066064834595,YBR197C,0.0,0.6,0
1685,YDR385W,0.9137030243873596,YDR385W,1.0,23.23,1
1686,YOR216C,0.28003421425819397,YOR216C,0.43,1.15,1
1687,YKR055W,0.5175859332084656,YKR055W,0.0,0.72,0
1688,YGL014W,0.3441126048564911,YGL014W,0.0,1.36,1
1689,YLR182W,0.628656268119812,YLR182W,1.0,1.15,1
1690,YGL108C,0.4008527100086212,YGL108C,0.0,0.7,0
1691,YMR271C,0.5584083795547485,YMR271C,0.0,0.8,0
1692,YDR109C,0.6378540992736816,YDR109C,0.0,0.45,0
1693,YJR049C,0.6378540992736816,YJR049C,0.0,1.06,1
1694,YDL014W,0.43600723147392273,YDL014W,0.0,11.29,1
1695,YBR194W,0.4997596740722656,YBR194W,0.0,0.61,0
1696,YGL123W,0.9449699521064758,YGL123W,1.0,62.41,1
1697,YGL127C,0.282071053981781,YGL127C,0.0,1.13,0
1698,YDR061W,0.4287494421005249,YDR061W,0.0,0.9,1
1699,YEL056W,0.5385969877243042,YEL056W,0.0,1.91,1
1700,YGL096W,0.2955193519592285,YGL096W,0.0,0.5,0
1701,YHR195W,0.6021347045898438,YHR195W,0.72,0.92,0
1702,YGL117W,0.2373126745223999,YGL117W,0.0,1.07,0
1703,YIR007W,0.4987599551677704,YIR007W,0.0,0.44,0
1704,YDL184C,0.6340602040290833,YDL184C,0.0,125.56,0
1705,YBR047W,0.6323868036270142,YBR047W,0.0,0.54,0
1706,YOR360C,0.3803407847881317,YOR360C,0.0,2.53,0
1707,YMR090W,0.27293407917022705,YMR090W,0.0,1.45,1
1708,YMR044W,0.35780951380729675,YMR044W,0.0,1.15,1
1709,YBL104C,0.4741668999195099,YBL104C,0.0,0.89,0
1710,YPL056C,0.2969616949558258,YPL056C,0.0,1.1,0
1711,YBR046C,0.554095447063446,YBR046C,0.34,0.72,1
1712,YLR358C,0.17776066064834595,YLR358C,0.0,0.95,0
1713,YPL263C,0.455260694026947,YPL263C,0.0,1.73,1
1714,YDL197C,0.2978866696357727,YDL197C,0.32,0.78,0
1715,YOR090C,0.9308884143829346,YOR090C,0.96,0.61,1
1716,YPL198W,0.9448458552360535,YPL198W,1.0,14.5,1
1717,YDR167W,0.2751536965370178,YDR167W,0.0,1.55,0
1718,YKL090W,0.6076368689537048,YKL090W,0.0,0.65,0
1719,YLR139C,0.4673040211200714,YLR139C,0.0,0.94,0
1720,YMR286W,0.5819085240364075,YMR286W,0.0,2.48,0
1721,YGR037C,0.7448505163192749,YGR037C,0.7,12.7,1
1722,YPL174C,0.2871131896972656,YPL174C,0.0,0.58,0
1723,YBL027W,0.6378540992736816,YBL027W,0.0,29.0,1
1724,YBR251W,0.6223301887512207,YBR251W,0.0,0.65,0
1725,YGR095C,0.3523103594779968,YGR095C,0.0,1.18,0
1726,YER048C,0.5102160573005676,YER048C,0.0,2.42,1
1727,YML010W,0.6890369653701782,YML010W,1.0,1.62,1
1728,YBR126C,0.47147825360298157,YBR126C,0.0,1.98,1
1729,YLR179C,0.6884075403213501,YLR179C,0.84,3.32,1
1730,YCR008W,0.5640817284584045,YCR008W,0.0,1.02,0
1731,YOL064C,0.46535322070121765,YOL064C,0.0,1.41,1
1732,YMR006C,0.6133306622505188,YMR006C,0.0,1.16,0
1733,YBR169C,0.6961990594863892,YBR169C,0.57,0.78,1
1734,YKL148C,0.6306961178779602,YKL148C,0.0,0.74,1
1735,YNL161W,0.5037087798118591,YNL161W,0.37,0.79,0
1736,YOR338W,0.24357415735721588,YOR338W,0.0,1.57,0
1737,YNR057C,0.44996270537376404,YNR057C,0.0,1.3,0
1738,YDR013W,0.33762624859809875,YDR013W,0.48,0.86,0
1739,YLR456W,0.31425416469573975,YLR456W,0.0,0.68,0
1740,YGR010W,0.6666105389595032,YGR010W,0.9,0.61,0
1741,YML121W,0.4953363239765167,YML121W,0.0,2.17,0
1742,YPL180W,0.43633460998535156,YPL180W,0.0,1.08,1
1743,YNL061W,0.56407630443573,YNL061W,0.0,1.81,1
1744,YDR363W,0.5397472381591797,YDR363W,0.0,0.73,0
1745,YKL038W,0.296413779258728,YKL038W,0.0,0.63,0
1746,YML043C,0.301168829202652,YML043C,0.0,1.03,0
1747,YGR054W,0.7916463017463684,YGR054W,0.77,1.73,1
1748,YGR279C,0.4663207232952118,YGR279C,0.0,12.81,1
1749,YDR016C,0.2077414095401764,YDR016C,0.0,1.32,0
1750,YDR494W,0.21091657876968384,YDR494W,0.0,0.99,0
1751,YJR074W,0.612913191318512,YJR074W,0.0,0.93,0
1752,YER011W,0.24049732089042664,YER011W,0.0,5.16,0
1753,YLR062C,0.5797948241233826,YLR062C,0.0,21.81,0
1754,YDR429C,0.5752446055412292,YDR429C,0.0,8.34,1
1755,YJR109C,0.7683756947517395,YJR109C,0.58,1.33,1
1756,YMR242C,0.5966185331344604,YMR242C,0.0,30.05,1
1757,YBR138C,0.33088186383247375,YBR138C,0.0,0.37,0
1758,YMR154C,0.5375266075134277,YMR154C,0.0,0.33,0
1759,YBL045C,0.9438115358352661,YBL045C,0.99,2.4,1
1760,YBL095W,0.34330612421035767,YBL095W,0.0,0.89,0
1761,YDR096W,0.19716224074363708,YDR096W,0.0,0.6,0
1762,YOR058C,0.5193079113960266,YOR058C,0.0,0.98,0
1763,YDL017W,0.5639292597770691,YDL017W,0.0,0.37,0
1764,YBL021C,0.5978788733482361,YBL021C,0.0,0.75,0
1765,YEL037C,0.4332854747772217,YEL037C,0.31,1.48,1
1766,YBR257W,0.3313026428222656,YBR257W,0.0,1.02,0
1767,YLR436C,0.4871813952922821,YLR436C,0.22,0.83,0
1768,YML078W,0.6090415120124817,YML078W,0.0,5.96,1
1769,YEL032W,0.7679676413536072,YEL032W,0.92,1.91,1
1770,YNL059C,0.5137714743614197,YNL059C,0.7,0.98,1
1771,YFL023W,0.21903079748153687,YFL023W,0.0,0.72,0
1772,YNR071C,0.48784080147743225,YNR071C,0.0,0.95,0
1773,YCR047C,0.4606737792491913,YCR047C,0.0,1.62,0
1774,YOR290C,0.599651038646698,YOR290C,0.89,0.83,1
1775,YML056C,0.6325664520263672,YML056C,0.0,5.95,1
1776,YPR061C,0.5614107847213745,YPR061C,0.0,0.65,0
1777,YKR022C,0.2537018656730652,YKR022C,0.0,0.61,0
1778,YJL075C,0.314455509185791,YJL075C,0.0,1.2,0
1779,YJL063C,0.3007029891014099,YJL063C,0.0,1.11,1
1780,YPL271W,0.43829676508903503,YPL271W,0.0,4.11,0
1781,YKL215C,0.4671114683151245,YKL215C,0.37,0.65,1
1782,YPL204W,0.3799862563610077,YPL204W,0.0,1.64,1
1783,YMR018W,0.5682222843170166,YMR018W,0.0,0.45,0
1784,YDR006C,0.31117284297943115,YDR006C,0.0,1.6,1
1785,YBR077C,0.30811724066734314,YBR077C,0.0,1.37,0
1786,YDR191W,0.5022035241127014,YDR191W,0.0,0.58,0
1787,YDL028C,0.5037164688110352,YDL028C,0.0,2.2,0
1788,YKL216W,0.6378540992736816,YKL216W,0.0,8.93,1
1789,YIL133C,0.5913033485412598,YIL133C,0.0,22.3,1
1790,YNL011C,0.6378540992736816,YNL011C,0.0,0.91,0
1791,YMR023C,0.4179987609386444,YMR023C,0.0,0.9,0
1792,YGR058W,0.5072620511054993,YGR058W,0.0,0.33,0
1793,YLR410W,0.5805763006210327,YLR410W,0.24,0.98,1
1794,YFR050C,0.4931950271129608,YFR050C,0.0,4.05,1
1795,YDR067C,0.25413626432418823,YDR067C,0.0,1.11,1
1796,YDR172W,0.6806256175041199,YDR172W,0.48,3.96,1
1797,YKL024C,0.6378540992736816,YKL024C,0.0,3.25,1
1798,YJL115W,0.3142833411693573,YJL115W,0.0,1.01,1
1799,YNR004W,0.23388671875,YNR004W,0.0,0.73,0
1800,YAL035W,0.6078712940216064,YAL035W,0.0,5.37,1
1801,YNR043W,0.9314705729484558,YNR043W,0.98,2.33,1
1802,YLR177W,0.6000894904136658,YLR177W,0.0,0.83,1
1803,YOR226C,0.5082956552505493,YOR226C,0.0,1.38,0
1804,YJR130C,0.48138928413391113,YJR130C,0.0,0.69,0
1805,YCL036W,0.17776066064834595,YCL036W,0.0,1.88,0
1806,YMR208W,0.46446940302848816,YMR208W,0.0,1.14,1
1807,YMR076C,0.1929623931646347,YMR076C,0.0,1.24,1
1808,YFR025C,0.6765775084495544,YFR025C,0.51,0.79,1
1809,YMR100W,0.45283377170562744,YMR100W,0.0,0.95,0
1810,YDR186C,0.5878425240516663,YDR186C,0.26,1.21,1
1811,YBR122C,0.4663207232952118,YBR122C,0.0,1.57,0
1812,YMR021C,0.3872760236263275,YMR021C,0.0,0.77,0
1813,YLR058C,0.9449226260185242,YLR058C,1.0,14.44,1
1814,YBR104W,0.5212318301200867,YBR104W,0.0,0.94,0
1815,YLR168C,0.557944118976593,YLR168C,0.0,1.17,0
1816,YJR057W,0.5331035852432251,YJR057W,0.0,1.8,0
1817,YKR057W,0.8837787508964539,YKR057W,0.82,37.68,1
1818,YHR030C,0.5183367133140564,YHR030C,0.0,0.97,1
1819,YPL195W,0.2755121886730194,YPL195W,0.0,1.64,1
1820,YLL018C,0.9447999000549316,YLL018C,1.0,6.41,1
1821,YAL062W,0.5109763145446777,YAL062W,0.0,0.72,1
1822,YML053C,0.4517987072467804,YML053C,0.0,1.4,0
1823,YOR209C,0.6069793105125427,YOR209C,0.0,3.05,1
1824,YKR038C,0.30687740445137024,YKR038C,0.0,1.29,1
1825,YLR288C,0.3118326961994171,YLR288C,0.0,0.7,0
1826,YGR102C,0.46149298548698425,YGR102C,0.0,0.8,0
1827,YDR012W,0.6208594441413879,YDR012W,0.0,20.41,1
1828,YML068W,0.5901957750320435,YML068W,0.0,0.5,0
1829,YBR208C,0.9425294995307922,YBR208C,0.98,1.16,1
1830,YDR031W,0.5481476783752441,YDR031W,0.0,1.97,0
1831,YDL040C,0.8900349736213684,YDL040C,0.81,2.44,1
1832,YDR426C,0.314455509185791,YDR426C,0.0,0.52,0
1833,YJL123C,0.4322427809238434,YJL123C,0.0,2.23,1
1834,YBR057C,0.22148898243904114,YBR057C,0.0,0.52,0
1835,YJL055W,0.4663207232952118,YJL055W,0.0,2.76,1
1836,YNR053C,0.4510973393917084,YNR053C,0.0,4.06,1
1837,YKL069W,0.30635955929756165,YKL069W,0.0,1.02,0
1838,YFL065C,0.4053592085838318,YFL065C,0.0,0.25,0
1839,YER112W,0.614163875579834,YER112W,0.0,1.55,0
1840,YMR035W,0.48936209082603455,YMR035W,0.0,0.96,0
1841,YGL153W,0.4063688814640045,YGL153W,0.32,0.96,1
1842,YDL215C,0.7130836844444275,YDL215C,0.5,1.34,1
1843,YPL108W,0.19595876336097717,YPL108W,0.0,0.57,0
1844,YKL047W,0.506950855255127,YKL047W,0.54,0.84,0
1845,YAL047C,0.2856867015361786,YAL047C,0.0,1.67,0
1846,YKL140W,0.38795533776283264,YKL140W,0.0,1.3,1
1847,YDL007W,0.6205175518989563,YDL007W,0.0,3.78,1
1848,YMR039C,0.4807349741458893,YMR039C,0.0,2.7,1
1849,YER180C,0.5785000920295715,YER180C,0.0,0.56,0
1850,YDR292C,0.5863797664642334,YDR292C,0.0,1.7,1
1851,YKL007W,0.3831707835197449,YKL007W,0.0,2.8,1
1852,YLR029C,0.9447668790817261,YLR029C,1.0,38.4,1
1853,YEL039C,0.5302390456199646,YEL039C,0.0,1.21,1
1854,YBR260C,0.3400558531284332,YBR260C,0.0,0.61,1
1855,YGR248W,0.6132160425186157,YGR248W,0.0,0.58,0
1856,YBR239C,0.357340544462204,YBR239C,0.0,0.32,0
1857,YLR417W,0.24469424784183502,YLR417W,0.0,0.67,0
1858,YPR112C,0.696954607963562,YPR112C,0.42,1.94,1
1859,YGR086C,0.5841506123542786,YGR086C,0.0,7.59,1
1860,YML035C,0.54338139295578,YML035C,0.0,1.56,1
1861,YOR040W,0.521420419216156,YOR040W,0.0,0.51,0
1862,YMR241W,0.591711699962616,YMR241W,0.0,3.51,1
1863,YDL148C,0.5644164681434631,YDL148C,0.0,1.68,1
1864,YDR244W,0.5184717774391174,YDR244W,0.26,1.15,0
1865,YGL251C,0.3760010302066803,YGL251C,0.0,0.54,0
1866,YDR073W,0.29857611656188965,YDR073W,0.0,0.87,0
1867,YLR054C,0.3035009205341339,YLR054C,0.0,0.28,0
1868,YDR450W,0.9294310808181763,YDR450W,1.0,21.98,1
1869,YNL239W,0.6130809783935547,YNL239W,0.0,1.69,1
1870,YPL224C,0.7040073275566101,YPL224C,0.38,0.96,0
1871,YML060W,0.5266603827476501,YML060W,0.0,1.22,0
1872,YHL021C,0.40697741508483887,YHL021C,0.0,2.03,1
1873,YOR193W,0.24316774308681488,YOR193W,0.0,0.57,0
1874,YBR173C,0.18882673978805542,YBR173C,0.0,2.51,0
1875,YDR502C,0.6378540992736816,YDR502C,0.0,2.63,1
1876,YER165W,0.9447426199913025,YER165W,1.0,4.84,1
1877,YER170W,0.5591738224029541,YER170W,0.28,0.44,0
1878,YLR191W,0.22965024411678314,YLR191W,0.0,0.82,0
1879,YLR014C,0.2874421179294586,YLR014C,0.0,0.78,0
1880,YLR135W,0.2864684462547302,YLR135W,0.0,1.13,0
1881,YOL056W,0.6268784403800964,YOL056W,0.0,1.23,0
1882,YPL064C,0.5213495492935181,YPL064C,0.0,1.14,0
1883,YBL067C,0.348974347114563,YBL067C,0.0,1.61,0
1884,YNR024W,0.1956605166196823,YNR024W,0.0,1.56,0
1885,YMR070W,0.5044140815734863,YMR070W,0.0,0.65,0
1886,YGR246C,0.5858691334724426,YGR246C,0.0,1.51,1
1887,YLR021W,0.3670775294303894,YLR021W,0.0,0.94,0
1888,YDL165W,0.32237061858177185,YDL165W,0.0,1.69,0
1889,YMR314W,0.625726580619812,YMR314W,0.0,2.92,1
1890,YDR317W,0.3312283456325531,YDR317W,0.0,0.42,0
1891,YDR541C,0.40021201968193054,YDR541C,0.0,0.95,0
1892,YJL071W,0.5553628206253052,YJL071W,0.0,0.86,0
1893,YKL170W,0.613389253616333,YKL170W,0.0,1.25,0
1894,YLR017W,0.3927382230758667,YLR017W,0.0,2.63,1
1895,YLR231C,0.3081716299057007,YLR231C,0.0,0.92,1
1896,YHR089C,0.5481802225112915,YHR089C,0.0,10.17,1
1897,YIL073C,0.26571279764175415,YIL073C,0.0,0.45,0
1898,YLL009C,0.27870941162109375,YLL009C,0.0,3.15,0
1899,YGR178C,0.29989662766456604,YGR178C,0.0,2.17,1
1900,YOL038W,0.5763874650001526,YOL038W,0.0,5.1,1
1901,YMR102C,0.47797051072120667,YMR102C,0.0,1.6,1
1902,YOR303W,0.6378540992736816,YOR303W,0.0,2.96,1
1903,YMR125W,0.49758580327033997,YMR125W,0.0,1.35,1
1904,YJL187C,0.7817839980125427,YJL187C,1.0,0.78,0
1905,YNL289W,0.3175516426563263,YNL289W,0.0,0.79,0
1906,YJR032W,0.5173041820526123,YJR032W,0.0,1.35,0
1907,YJL020C,0.17776066064834595,YJL020C,0.0,0.92,1
1908,YPL083C,0.32562974095344543,YPL083C,0.0,0.82,0
1909,YLR019W,0.5448972582817078,YLR019W,0.0,1.01,0
1910,YAL034C,0.5051015019416809,YAL034C,0.0,0.7,0
1911,YKL164C,0.1794286072254181,YKL164C,0.0,7.7,0
1912,YNR032W,0.47965556383132935,YNR032W,0.0,0.71,0
1913,YPL066W,0.3735649287700653,YPL066W,0.0,1.07,0
1914,YEL057C,0.6357377767562866,YEL057C,0.0,0.52,0
1915,YBR177C,0.651562511920929,YBR177C,0.7,2.05,1
1916,YOR213C,0.24623847007751465,YOR213C,0.0,1.35,0
1917,YJR069C,0.5635021328926086,YJR069C,0.0,1.76,1
1918,YNL311C,0.5154725909233093,YNL311C,0.0,0.97,0
1919,YLR147C,0.4585954546928406,YLR147C,0.0,1.58,0
1920,YML063W,0.7284726500511169,YML063W,0.74,23.66,1
1921,YOR018W,0.19782957434654236,YOR018W,0.0,0.7,0
1922,YGR024C,0.6075677275657654,YGR024C,0.0,2.89,0
1923,YDR421W,0.3151705265045166,YDR421W,0.0,0.46,0
1924,YDR115W,0.5419666171073914,YDR115W,0.0,1.48,0
1925,YDR530C,0.6090741753578186,YDR530C,0.0,1.44,0
1926,YOL135C,0.2058514952659607,YOL135C,0.0,0.47,0
1927,YLR365W,0.314455509185791,YLR365W,0.0,1.08,0
1928,YNL313C,0.5259148478507996,YNL313C,0.4,1.31,1
1929,YDR529C,0.3639200031757355,YDR529C,0.0,6.03,1
1930,YBR107C,0.28947874903678894,YBR107C,0.0,0.57,0
1931,YLR418C,0.55137699842453,YLR418C,0.0,0.84,1
1932,YDR069C,0.6289435029029846,YDR069C,0.73,1.08,0
1933,YDL029W,0.3914647102355957,YDL029W,0.0,3.73,1
1934,YDR311W,0.46677646040916443,YDR311W,0.0,0.76,1
1935,YDR341C,0.8956104516983032,YDR341C,1.0,4.79,1
1936,YBL018C,0.2153358906507492,YBL018C,0.0,2.04,0
1937,YPR148C,0.4602593779563904,YPR148C,0.25,2.02,1
1938,YDR120C,0.4611959755420685,YDR120C,0.0,2.56,1
1939,YBR263W,0.6634870767593384,YBR263W,0.45,2.53,1
1940,YOR359W,0.2200077325105667,YOR359W,0.0,1.48,0
1941,YCL040W,0.8805302977561951,YCL040W,0.98,2.72,1
1942,YOL021C,0.3189685344696045,YOL021C,0.0,1.38,1
1943,YLR006C,0.6701282262802124,YLR006C,0.45,0.56,1
1944,YKL166C,0.20770110189914703,YKL166C,0.0,1.0,1
1945,YGR161C,0.29649510979652405,YGR161C,0.0,0.71,0
1946,YEL070W,0.4737153947353363,YEL070W,0.0,0.52,0
1947,YJL177W,0.7706442475318909,YJL177W,0.59,16.3,1
1948,YAR075W,0.6215502619743347,YAR075W,0.0,2.92,1
1949,YDR476C,0.3044053614139557,YDR476C,0.0,0.87,0
1950,YLR059C,0.6108816266059875,YLR059C,0.0,0.94,1
1951,YPR004C,0.6142135262489319,YPR004C,0.73,2.35,1
1952,YLL050C,0.9156954288482666,YLL050C,1.0,15.07,1
1953,YKL211C,0.5318607091903687,YKL211C,0.0,1.79,1
1954,YEL046C,0.9216033816337585,YEL046C,1.0,3.9,1
1955,YKL198C,0.5827431678771973,YKL198C,0.31,0.57,0
1956,YHL011C,0.5438691973686218,YHL011C,0.0,2.86,1
1957,YGR027C,0.5645673871040344,YGR027C,0.0,51.64,1
1958,YPL240C,0.820619523525238,YPL240C,1.0,7.35,1
1959,YGL157W,0.6357712149620056,YGL157W,0.0,2.5,1
1960,YOL001W,0.5587542653083801,YOL001W,0.0,1.1,0
1961,YGL148W,0.8879387974739075,YGL148W,0.87,4.61,1
1962,YHR131C,0.2789135277271271,YHR131C,0.0,0.66,0
1963,YOR012W,0.26869314908981323,YOR012W,0.0,1.02,0
1964,YJR091C,0.5445857048034668,YJR091C,0.0,0.88,1
1965,YEL047C,0.7366377115249634,YEL047C,0.65,1.41,1
1966,YDL108W,0.7109560370445251,YDL108W,0.59,0.7,0
1967,YHR152W,0.2026316076517105,YHR152W,0.0,1.84,0
1968,YKL108W,0.22641409933567047,YKL108W,0.0,0.81,0
1969,YBL004W,0.6782952547073364,YBL004W,0.43,2.17,1
1970,YLR180W,0.9447900056838989,YLR180W,1.0,6.3,1
1971,YOR380W,0.217975914478302,YOR380W,0.27,0.47,0
1972,YBL028C,0.4426679015159607,YBL028C,0.0,2.36,0
1973,YOL161C,0.26719930768013,YOL161C,0.0,0.25,0
1974,YNR049C,0.34103524684906006,YNR049C,0.0,1.04,0
1975,YAR014C,0.397211492061615,YAR014C,0.0,0.95,0
1976,YAR071W,0.5614830851554871,YAR071W,0.0,0.93,1
1977,YDR313C,0.48533815145492554,YDR313C,0.0,0.42,0
1978,YGL056C,0.5632319450378418,YGL056C,0.0,0.91,1
1979,YNL127W,0.5494707226753235,YNL127W,0.29,0.57,0
1980,YPL075W,0.6378540992736816,YPL075W,0.0,0.8,0
1981,YDR055W,0.22876419126987457,YDR055W,0.0,3.14,1
1982,YHR218W,0.4509459137916565,YHR218W,0.0,0.46,0
1983,YLR462W,0.25453081727027893,YLR462W,0.0,0.3,0
1984,YBL007C,0.21452410519123077,YBL007C,0.0,2.06,1
1985,YHR216W,0.37847986817359924,YHR216W,0.0,1.37,1
1986,YOL095C,0.9371132850646973,YOL095C,0.95,0.69,0
1987,YPL188W,0.5323939919471741,YPL188W,0.0,0.85,1
1988,YDL090C,0.4984312653541565,YDL090C,0.0,0.76,0
1989,YMR099C,0.9424082040786743,YMR099C,0.98,1.74,1
1990,YNL315C,0.4679357707500458,YNL315C,0.0,2.65,1
1991,YNL203C,0.2721118927001953,YNL203C,0.0,0.61,0
1992,YBR062C,0.5224047899246216,YBR062C,0.0,2.15,0
1993,YDR147W,0.44872620701789856,YDR147W,0.0,0.59,0
1994,YPL014W,0.28514254093170166,YPL014W,0.0,1.5,0
1995,YKL081W,0.9395607709884644,YKL081W,1.0,27.58,1
1996,YOR204W,0.3388872742652893,YOR204W,0.0,3.13,1
1997,YNR044W,0.4375084340572357,YNR044W,0.0,1.57,0
1998,YJL206C,0.4944683313369751,YJL206C,0.0,0.93,0
1999,YGR035C,0.5834137201309204,YGR035C,0.0,1.77,0
2000,YJR119C,0.6153576374053955,YJR119C,0.0,0.67,0
2001,YBR025C,0.6378490328788757,YBR025C,0.0,9.88,1
2002,YFL020C,0.17776066064834595,YFL020C,0.0,0.42,0
2003,YOR028C,0.2941466271877289,YOR028C,0.0,0.67,0
2004,YGL213C,0.5391005277633667,YGL213C,0.0,1.41,0
2005,YGR153W,0.1780964881181717,YGR153W,0.0,0.35,0
2006,YIR036C,0.3968523144721985,YIR036C,0.0,0.78,1
2007,YDL182W,0.9343273639678955,YDL182W,0.99,4.44,1
2008,YNL150W,0.17776066064834595,YNL150W,0.0,1.37,0
2009,YGR271W,0.34055429697036743,YGR271W,0.0,0.68,1
2010,YER052C,0.6378540992736816,YER052C,0.0,2.95,1
2011,YBR129C,0.24396029114723206,YBR129C,0.0,0.98,0
2012,YLR218C,0.21501938998699188,YLR218C,0.0,0.96,0
2013,YNL245C,0.23907363414764404,YNL245C,0.0,0.74,0
2014,YFR001W,0.5477092266082764,YFR001W,0.0,1.61,1
2015,YDR464W,0.3289639949798584,YDR464W,0.0,1.29,1
2016,YKL153W,0.21903079748153687,YKL153W,0.0,17.1,0
2017,YIL161W,0.610619068145752,YIL161W,0.23,0.93,0
2018,YGR042W,0.412592351436615,YGR042W,0.0,0.99,0
2019,YDR432W,0.407065212726593,YDR432W,0.0,3.78,1
2020,YBR142W,0.37123173475265503,YBR142W,0.0,1.77,1
2021,YLR467W,0.21803921461105347,YLR467W,0.0,2.93,0
2022,YOL005C,0.48554086685180664,YOL005C,0.0,1.75,0
2023,YJL023C,0.4731929898262024,YJL023C,0.0,0.73,0
2024,YPL255W,0.2854781150817871,YPL255W,0.0,0.66,0
2025,YNL234W,0.6378540992736816,YNL234W,0.0,0.77,0
2026,YOR010C,0.31911700963974,YOR010C,0.0,3.09,0
2027,YPR103W,0.5696459412574768,YPR103W,0.0,5.91,1
2028,YJL083W,0.5074868202209473,YJL083W,0.0,0.22,0
2029,YNL124W,0.23531413078308105,YNL124W,0.0,1.53,0
2030,YER025W,0.7754566669464111,YER025W,0.55,4.46,1
2031,YHL007C,0.40458425879478455,YHL007C,0.0,0.95,1
2032,YAL015C,0.4677802622318268,YAL015C,0.0,0.92,1
2033,YPL237W,0.6378540992736816,YPL237W,0.0,6.93,1
2034,YML100W,0.36537954211235046,YML100W,0.0,1.41,1
2035,YNL086W,0.3048321306705475,YNL086W,0.0,0.88,0
2036,YJL168C,0.34737977385520935,YJL168C,0.0,1.04,1
2037,YOR164C,0.3881869316101074,YOR164C,0.0,2.22,1
2038,YKR087C,0.31216487288475037,YKR087C,0.0,0.97,0
2039,YOR323C,0.896467924118042,YOR323C,0.92,3.7,1
2040,YNL198C,0.5054952502250671,YNL198C,0.0,0.96,0
2041,YLR368W,0.21854296326637268,YLR368W,0.0,0.73,0
2042,YMR081C,0.4670356214046478,YMR081C,0.0,0.74,0
2043,YPR185W,0.2824981212615967,YPR185W,0.0,0.79,0
2044,YDL177C,0.3105888068675995,YDL177C,0.0,0.81,0
2045,YNL094W,0.18182867765426636,YNL094W,0.0,1.14,0
2046,YER158C,0.5125831365585327,YER158C,0.54,0.29,0
2047,YLR201C,0.47129034996032715,YLR201C,0.0,1.04,1
2048,YLR454W,0.6013336777687073,YLR454W,0.0,1.1,0
2049,YJL218W,0.5764583945274353,YJL218W,0.0,0.48,0
2050,YKL183W,0.534599781036377,YKL183W,0.0,0.77,0
2051,YPL069C,0.5343664288520813,YPL069C,0.0,0.77,0
2052,YJL068C,0.6378540992736816,YJL068C,0.0,1.11,1
2053,YNL325C,0.35859817266464233,YNL325C,0.0,0.36,0
2054,YDR054C,0.5046799778938293,YDR054C,0.0,1.21,1
2055,YLR262C,0.4592067003250122,YLR262C,0.0,2.34,0
2056,YMR032W,0.22117973864078522,YMR032W,0.0,0.6,0
2057,YBR061C,0.5692434310913086,YBR061C,0.0,1.2,0
2058,YJL031C,0.21854296326637268,YJL031C,0.0,1.65,0
2059,YLR455W,0.4820030629634857,YLR455W,0.0,1.79,0
2060,YLR129W,0.5071711540222168,YLR129W,0.0,2.16,1
2061,YGR169C,0.6378540992736816,YGR169C,0.0,0.54,0
2062,YHL010C,0.3152192234992981,YHL010C,0.0,0.53,0
2063,YLR085C,0.21937195956707,YLR085C,0.0,0.9,0
2064,YIL078W,0.9450185298919678,YIL078W,1.0,16.0,1
2065,YER057C,0.5316978096961975,YER057C,0.0,3.08,1
2066,YHR068W,0.8561891317367554,YHR068W,0.7,7.01,1
2067,YOL009C,0.3412730097770691,YOL009C,0.0,0.85,0
2068,YOR335C,0.9450066089630127,YOR335C,1.0,3.02,1
2069,YDL136W,0.5558716654777527,YDL136W,0.0,21.49,1
2070,YBR214W,0.7623791694641113,YBR214W,0.71,1.44,1
2071,YOR148C,0.350697785615921,YOR148C,0.0,1.49,0
2072,YOR122C,0.5412684679031372,YOR122C,0.0,9.79,1
2073,YDL103C,0.5536895990371704,YDL103C,0.0,1.19,1
2074,YJL025W,0.5977198481559753,YJL025W,0.94,0.65,0
2075,YML099C,0.48870861530303955,YML099C,0.0,0.72,0
2076,YML008C,0.5892524719238281,YML008C,0.0,8.73,1
2077,YGL129C,0.5715221762657166,YGL129C,0.0,0.96,1
2078,YBR247C,0.5970231890678406,YBR247C,0.0,1.21,1
2079,YGR132C,0.6070346832275391,YGR132C,0.0,2.12,1
2080,YNR050C,0.693922221660614,YNR050C,0.47,4.42,1
2081,YDR047W,0.8915629386901855,YDR047W,0.8,1.92,1
2082,YFL014W,0.3383316993713379,YFL014W,0.0,2.83,1
2083,YBR274W,0.5068184733390808,YBR274W,0.0,0.97,0
2084,YNL081C,0.6211315989494324,YNL081C,0.0,1.33,0
2085,YAR035W,0.4799431562423706,YAR035W,0.0,0.35,1
2086,YDR277C,0.5040932893753052,YDR277C,0.23,0.44,0
2087,YKL142W,0.21009403467178345,YKL142W,0.0,2.32,1
2088,YKL087C,0.34750786423683167,YKL087C,0.0,1.17,0
2089,YDL200C,0.5645296573638916,YDL200C,0.0,1.57,0
2090,YBR120C,0.2431173324584961,YBR120C,0.0,1.61,0
2091,YGR122W,0.294415682554245,YGR122W,0.0,0.53,0
2092,YOR060C,0.4315134584903717,YOR060C,0.5,1.01,0
