,accession,pred_prob,protein,protein_probability,mRNA,y
1687,YIL008W,0.9347319602966309,YIL008W,0.98,3.25,0
1688,YLR073C,0.359394371509552,YLR073C,0.0,1.25,0
1689,YBL015W,0.9414697289466858,YBL015W,1.0,1.61,1
1690,YNR049C,0.2658330500125885,YNR049C,0.0,1.04,0
1691,YGR255C,0.1702905148267746,YGR255C,0.0,1.07,1
1692,YKL145W,0.9413508176803589,YKL145W,1.0,3.93,1
1693,YKL143W,0.9331017136573792,YKL143W,0.97,1.08,0
1694,YKR064W,0.7063310146331787,YKR064W,1.0,0.57,0
1695,YJL130C,0.9437709450721741,YJL130C,1.0,4.83,1
1696,YHR052W,0.9443544745445251,YHR052W,1.0,2.51,1
1697,YPL035C,0.359394371509552,YPL035C,0.0,0.77,0
1698,YBR162C,0.8883743286132812,YBR162C,0.99,13.71,0
1699,YKR026C,0.6272489428520203,YKR026C,0.77,1.9,1
1700,YIL034C,0.9440981149673462,YIL034C,1.0,2.77,1
1701,YJL135W,0.1446971595287323,YJL135W,0.0,0.96,0
1702,YPL228W,0.14426425099372864,YPL228W,0.0,0.86,1
1703,YJR100C,0.20194457471370697,YJR100C,0.0,1.49,0
1704,YDL147W,0.7837141752243042,YDL147W,0.97,4.45,1
1705,YIL076W,0.8461756706237793,YIL076W,0.95,3.9,1
1706,YKL163W,0.14899367094039917,YKL163W,0.0,2.45,0
1707,YAR053W,0.14568670094013214,YAR053W,0.0,0.45,0
1708,YDL205C,0.5647948980331421,YDL205C,0.82,0.65,1
1709,YGR070W,0.9016124606132507,YGR070W,1.0,0.77,0
1710,YDR412W,0.359394371509552,YDR412W,0.0,1.72,0
1711,YBL056W,0.46922922134399414,YBL056W,0.88,1.61,1
1712,YLR303W,0.4905630052089691,YLR303W,0.6,14.89,1
1713,YKR063C,0.359394371509552,YKR063C,0.0,0.81,0
1714,YMR076C,0.42436638474464417,YMR076C,0.93,1.24,1
1715,YGR177C,0.29940012097358704,YGR177C,0.73,0.98,1
1716,YJL122W,0.942025899887085,YJL122W,1.0,1.95,0
1717,YBL028C,0.359394371509552,YBL028C,0.0,2.36,0
1718,YDR333C,0.359394371509552,YDR333C,0.0,0.93,1
1719,YER007C-A,0.8721941709518433,YER007C-A,1.0,5.45,1
1720,YKL059C,0.2619955837726593,YKL059C,0.0,1.55,0
1721,YLR216C,0.942450225353241,YLR216C,1.0,4.37,1
1722,YGR272C,0.1446971595287323,YGR272C,0.0,2.4,0
1723,YMR086C-A,0.1446971595287323,YMR086C-A,0.0,1.83,0
1724,YDL140C,0.9431438446044922,YDL140C,1.0,2.64,1
1725,YPR141C,0.6306840777397156,YPR141C,0.97,0.79,1
1726,YHR164C,0.3089974522590637,YHR164C,0.54,1.89,0
1727,YOL026C,0.26404401659965515,YOL026C,0.0,1.55,0
1728,YKR060W,0.6107226610183716,YKR060W,0.75,1.5,0
1729,YPL213W,0.21377210319042206,YPL213W,0.0,0.75,0
1730,YBL054W,0.1781434863805771,YBL054W,0.0,1.21,0
1731,YOR127W,0.1936928927898407,YOR127W,0.27,0.92,0
1732,YLR091W,0.4171026051044464,YLR091W,0.97,0.63,0
1733,YER143W,0.1898830682039261,YER143W,0.0,0.68,1
1734,YKR045C,0.16772186756134033,YKR045C,0.0,0.64,0
1735,YEL061C,0.15435245633125305,YEL061C,0.0,1.54,0
1736,YMR269W,0.3703611195087433,YMR269W,0.28,2.0,0
1737,YOL044W,0.15359200537204742,YOL044W,0.0,0.92,0
1738,YPR106W,0.2713668644428253,YPR106W,0.0,1.2,0
1739,YML071C,0.6677560806274414,YML071C,0.98,0.97,1
1740,YGR057C,0.359394371509552,YGR057C,0.0,1.17,0
1741,YOR296W,0.359394371509552,YOR296W,0.0,0.66,0
1742,YCL051W,0.3875051736831665,YCL051W,0.65,0.39,0
1743,YDR368W,0.9393842220306396,YDR368W,1.0,2.24,1
1744,YKR062W,0.17115464806556702,YKR062W,0.0,1.27,1
1745,YER153C,0.16625231504440308,YER153C,0.0,0.79,0
1746,YDR006C,0.3004637062549591,YDR006C,0.64,1.6,1
1747,YHR166C,0.597495973110199,YHR166C,0.93,0.78,0
1748,YBL007C,0.25017139315605164,YBL007C,0.48,2.06,1
1749,YOR095C,0.9281983971595764,YOR095C,1.0,3.04,1
1750,YPL219W,0.15655408799648285,YPL219W,0.27,1.02,0
1751,YPR101W,0.13993197679519653,YPR101W,0.0,1.05,0
1752,YNR069C,0.24132312834262848,YNR069C,0.0,1.75,0
1753,YFL022C,0.9453431367874146,YFL022C,1.0,3.38,1
1754,YDL107W,0.3630359172821045,YDL107W,0.88,0.66,0
1755,YDR034C,0.25264501571655273,YDR034C,0.65,1.2,0
1756,YIL041W,0.9450308680534363,YIL041W,1.0,2.79,1
1757,YOR317W,0.9099313616752625,YOR317W,1.0,2.73,1
1758,YEL057C,0.359394371509552,YEL057C,0.0,0.52,0
1759,YOL138C,0.8452108502388,YOL138C,1.0,0.9,1
1760,YPL095C,0.21987202763557434,YPL095C,0.0,1.04,0
1761,YLL066C,0.47796833515167236,YLL066C,0.99,1.95,0
1762,YIR039C,0.359394371509552,YIR039C,0.0,0.28,0
1763,YLR348C,0.359394371509552,YLR348C,0.0,1.26,0
1764,YMR287C,0.359394371509552,YMR287C,0.0,1.07,0
1765,YNL311C,0.15924866497516632,YNL311C,0.0,0.97,0
1766,YMR234W,0.26135218143463135,YMR234W,0.41,0.68,0
1767,YLR358C,0.13950933516025543,YLR358C,0.0,0.95,0
1768,YAL056W,0.30472511053085327,YAL056W,0.28,1.17,0
1769,YGL175C,0.14213161170482635,YGL175C,0.0,0.21,0
1770,YDR263C,0.16513025760650635,YDR263C,0.0,0.34,0
1771,YDR403W,0.6119189262390137,YDR403W,0.95,0.26,0
1772,YBL045C,0.9242202043533325,YBL045C,1.0,2.4,1
1773,YDR454C,0.902024507522583,YDR454C,1.0,7.24,1
1774,YDR074W,0.27023014426231384,YDR074W,0.0,2.28,1
1775,YOR261C,0.9389766454696655,YOR261C,1.0,4.11,1
1776,YPR167C,0.24023543298244476,YPR167C,0.0,1.66,0
1777,YBL112C,0.359394371509552,YBL112C,0.0,1.28,0
1778,YCL031C,0.42256030440330505,YCL031C,0.89,2.48,0
1779,YHR170W,0.9341425895690918,YHR170W,1.0,3.25,1
1780,YLR200W,0.9242456555366516,YLR200W,1.0,1.18,1
1781,YOR247W,0.15554890036582947,YOR247W,0.0,5.44,0
1782,YGR046W,0.21227256953716278,YGR046W,0.52,0.52,0
1783,YFL060C,0.359394371509552,YFL060C,0.0,0.34,0
1784,YJL200C,0.9404153227806091,YJL200C,1.0,1.41,1
1785,YEL015W,0.1943463832139969,YEL015W,0.0,1.3,1
1786,YDR507C,0.14968983829021454,YDR507C,0.0,1.27,1
1787,YBR260C,0.9354516863822937,YBR260C,0.99,0.61,1
1788,YGR210C,0.9420124888420105,YGR210C,1.0,2.76,1
1789,YCL032W,0.15211628377437592,YCL032W,0.0,1.0,0
1790,YDR365C,0.943289577960968,YDR365C,1.0,2.35,1
1791,YJR076C,0.9425259232521057,YJR076C,1.0,1.39,1
1792,YDL192W,0.9433848261833191,YDL192W,1.0,24.24,1
1793,YOR342C,0.3662964999675751,YOR342C,0.24,2.05,0
1794,YLL033W,0.14309312403202057,YLL033W,0.0,0.5,0
1795,YJL103C,0.14787019789218903,YJL103C,0.0,0.28,0
1796,YIL127C,0.497935026884079,YIL127C,0.61,1.58,0
1797,YDL070W,0.2866170406341553,YDL070W,0.0,4.15,0
1798,YMR296C,0.9393631815910339,YMR296C,1.0,2.37,1
1799,YBR248C,0.9443775415420532,YBR248C,1.0,1.34,1
1800,YHR162W,0.31992703676223755,YHR162W,0.0,9.43,0
1801,YDR059C,0.21475377678871155,YDR059C,0.0,1.32,0
1802,YGR204W,0.9420299530029297,YGR204W,1.0,4.33,1
1803,YCR092C,0.16609428822994232,YCR092C,0.0,0.58,0
1804,YGL157W,0.8832813501358032,YGL157W,1.0,2.5,1
1805,YOR200W,0.1693757325410843,YOR200W,0.0,0.61,0
1806,YCR027C,0.2632298767566681,YCR027C,0.0,0.5,0
1807,YER046W,0.359394371509552,YER046W,0.0,0.82,0
1808,YJL031C,0.27705052495002747,YJL031C,0.0,1.65,0
1809,YNR011C,0.1608056277036667,YNR011C,0.0,1.34,0
1810,YPL112C,0.198024183511734,YPL112C,0.55,1.08,1
1811,YMR294W-A,0.13999879360198975,YMR294W-A,0.0,1.52,0
1812,YKL214C,0.9362495541572571,YKL214C,0.99,0.9,1
1813,YIL020C,0.4905630052089691,YIL020C,0.6,1.01,1
1814,YER115C,0.1859893947839737,YER115C,0.0,0.97,0
1815,YPL225W,0.9373232126235962,YPL225W,1.0,5.74,1
1816,YPL117C,0.9362495541572571,YPL117C,0.99,2.59,1
1817,YIL033C,0.8799419403076172,YIL033C,1.0,2.01,1
1818,YMR128W,0.9347319602966309,YMR128W,0.98,1.69,1
1819,YKL211C,0.9253410696983337,YKL211C,1.0,1.79,1
1820,YDL168W,0.9412310719490051,YDL168W,1.0,2.08,1
1821,YPL260W,0.13955213129520416,YPL260W,0.0,1.11,1
1822,YPR051W,0.18803153932094574,YPR051W,0.0,3.1,0
1823,YBL019W,0.5746432542800903,YBL019W,0.93,0.43,0
1824,YHR112C,0.27478379011154175,YHR112C,0.0,1.19,1
1825,YLR375W,0.28583425283432007,YLR375W,0.55,1.88,1
1826,YBL113C,0.1390283703804016,YBL113C,0.0,2.96,0
1827,YPR024W,0.5502645969390869,YPR024W,0.9,0.96,1
1828,YDR318W,0.1561666876077652,YDR318W,0.24,0.84,0
1829,YNL328C,0.20242463052272797,YNL328C,0.0,0.66,0
1830,YNL198C,0.22999294102191925,YNL198C,0.0,0.96,0
1831,YDR023W,0.8996883034706116,YDR023W,1.0,9.86,1
1832,YIR041W,0.1403266340494156,YIR041W,0.0,0.58,0
1833,YLR244C,0.9152824878692627,YLR244C,1.0,3.46,1
1834,YLR213C,0.2359805703163147,YLR213C,0.0,0.39,0
1835,YCR013C,0.14453978836536407,YCR013C,0.0,26.31,0
1836,YLR253W,0.2821972966194153,YLR253W,0.0,0.67,0
1837,YGR283C,0.359394371509552,YGR283C,0.0,1.46,0
1838,YBR254C,0.15482649207115173,YBR254C,0.0,1.34,0
1839,YMR067C,0.359394371509552,YMR067C,0.0,0.86,1
1840,YDL227C,0.2954593598842621,YDL227C,0.5,1.45,0
1841,YGL105W,0.9422698020935059,YGL105W,1.0,7.62,1
1842,YER020W,0.359394371509552,YER020W,0.0,1.63,1
1843,YOL049W,0.359394371509552,YOL049W,0.0,1.84,1
1844,YNL094W,0.18663424253463745,YNL094W,0.0,1.14,0
1845,YOR047C,0.30583491921424866,YOR047C,0.34,1.59,0
1846,YNL024C,0.29847779870033264,YNL024C,0.0,1.13,0
1847,YLR045C,0.9237080812454224,YLR045C,0.99,0.85,1
1848,YMR131C,0.940140962600708,YMR131C,1.0,3.28,1
1849,YGL254W,0.359394371509552,YGL254W,0.0,0.64,0
1850,YGR287C,0.15128198266029358,YGR287C,0.0,0.29,0
1851,YNR034W,0.6119189262390137,YNR034W,0.95,0.83,1
1852,YDR214W,0.8343422412872314,YDR214W,0.93,2.12,1
1853,YER008C,0.5760164260864258,YER008C,0.88,0.99,1
1854,YPL034W,0.15134750306606293,YPL034W,0.0,1.68,0
1855,YDL141W,0.5565042495727539,YDL141W,0.91,0.81,1
1856,YKL013C,0.359394371509552,YKL013C,0.0,3.53,1
1857,YIL022W,0.9433848261833191,YIL022W,1.0,0.88,1
1858,YKL098W,0.17239528894424438,YKL098W,0.0,0.36,0
1859,YPR083W,0.17040999233722687,YPR083W,0.0,0.73,0
1860,YLR290C,0.359394371509552,YLR290C,0.0,1.28,0
1861,YIL019W,0.359394371509552,YIL019W,0.0,1.06,0
1862,YPL266W,0.359394371509552,YPL266W,0.0,1.6,1
1863,YKL052C,0.15110978484153748,YKL052C,0.0,0.69,0
1864,YDL157C,0.15850788354873657,YDL157C,0.0,4.15,0
1865,YPL126W,0.938666045665741,YPL126W,0.99,1.1,1
1866,YMR158W,0.359394371509552,YMR158W,0.0,1.38,1
1867,YLR464W,0.1446971595287323,YLR464W,0.0,0.26,0
1868,YDR078C,0.14243873953819275,YDR078C,0.0,0.93,0
1869,YPL009C,0.9313763976097107,YPL009C,1.0,2.29,1
1870,YNR053C,0.7405303716659546,YNR053C,1.0,4.06,1
1871,YNL025C,0.25784066319465637,YNL025C,0.0,0.51,0
1872,YHR147C,0.3357824385166168,YHR147C,0.0,0.83,0
1873,YCL009C,0.944724977016449,YCL009C,1.0,3.62,1
1874,YOR096W,0.9448193907737732,YOR096W,1.0,30.86,1
1875,YOR387C,0.13786742091178894,YOR387C,0.0,1.0,0
1876,YBL066C,0.8412548303604126,YBL066C,1.0,0.87,0
1877,YBR009C,0.7451342344284058,YBR009C,1.0,15.61,1
1878,YJL026W,0.7120320796966553,YJL026W,1.0,6.9,1
1879,YGL035C,0.2734055817127228,YGL035C,0.25,1.06,0
1880,YML062C,0.38798749446868896,YML062C,0.43,1.62,0
1881,YHR156C,0.14793972671031952,YHR156C,0.0,0.77,0
1882,YLR380W,0.9409482479095459,YLR380W,1.0,1.21,1
1883,YHR031C,0.934010922908783,YHR031C,0.99,0.66,1
1884,YPR035W,0.5524346232414246,YPR035W,0.9,11.15,1
1885,YER155C,0.8749420046806335,YER155C,1.0,2.15,1
1886,YPL188W,0.6250705122947693,YPL188W,0.97,0.85,1
1887,YOR001W,0.9287047982215881,YOR001W,0.99,1.51,1
1888,YLR068W,0.359394371509552,YLR068W,0.0,2.57,0
1889,YNL295W,0.27530571818351746,YNL295W,0.0,0.65,0
1890,YBR035C,0.655993640422821,YBR035C,0.97,2.71,1
1891,YDL135C,0.9287895560264587,YDL135C,1.0,2.05,1
1892,YLR320W,0.359394371509552,YLR320W,0.0,0.64,0
1893,YMR250W,0.359394371509552,YMR250W,0.0,0.68,1
1894,YKL007W,0.7149068117141724,YKL007W,0.97,2.8,1
1895,YLR392C,0.8277455568313599,YLR392C,1.0,0.62,0
1896,YJL154C,0.359394371509552,YJL154C,0.0,1.12,1
1897,YDR471W,0.941582441329956,YDR471W,1.0,27.16,1
1898,YGL037C,0.9089257717132568,YGL037C,1.0,6.67,1
1899,YDR243C,0.2336733043193817,YDR243C,0.0,0.9,1
1900,YLR199C,0.359394371509552,YLR199C,0.0,1.05,0
1901,YDR337W,0.359394371509552,YDR337W,0.0,1.09,1
1902,YBR048W,0.9428640007972717,YBR048W,1.0,12.64,1
1903,YLR325C,0.9448455572128296,YLR325C,1.0,30.55,1
1904,YMR195W,0.14896120131015778,YMR195W,0.0,1.71,0
1905,YBR130C,0.6250705122947693,YBR130C,0.97,0.94,1
1906,YLR420W,0.9400224685668945,YLR420W,1.0,2.61,1
1907,YKL204W,0.6045936942100525,YKL204W,0.85,0.95,1
1908,YDR050C,0.942410409450531,YDR050C,1.0,30.67,1
1909,YAL062W,0.359394371509552,YAL062W,0.0,0.72,1
1910,YDL109C,0.17148925364017487,YDL109C,0.0,0.78,0
1911,YOR204W,0.9403843283653259,YOR204W,1.0,3.13,1
1912,YNL293W,0.9330376982688904,YNL293W,1.0,0.53,0
1913,YGR102C,0.17542089521884918,YGR102C,0.0,0.8,0
1914,YNR050C,0.9452348947525024,YNR050C,1.0,4.42,1
1915,YHR105W,0.17185761034488678,YHR105W,0.0,0.31,0
1916,YKL153W,0.14048980176448822,YKL153W,0.0,17.1,0
1917,YJR014W,0.9316622018814087,YJR014W,0.99,3.42,1
1918,YDR099W,0.9352640509605408,YDR099W,0.99,4.84,1
1919,YGL148W,0.9403274059295654,YGL148W,1.0,4.61,1
1920,YBR221C,0.9413664937019348,YBR221C,1.0,7.79,1
1921,YLR369W,0.5440962314605713,YLR369W,0.89,0.68,1
1922,YNL035C,0.359394371509552,YNL035C,0.0,0.73,1
1923,YOR038C,0.5443616509437561,YOR038C,0.8,0.75,0
1924,YJL055W,0.8511273264884949,YJL055W,1.0,2.76,1
1925,YIR029W,0.19007030129432678,YIR029W,0.49,0.94,0
1926,YOL111C,0.9380230903625488,YOL111C,1.0,1.46,1
1927,YDR016C,0.14499470591545105,YDR016C,0.0,1.32,0
1928,YIL154C,0.24168513715267181,YIL154C,0.0,1.68,0
1929,YNL129W,0.24586814641952515,YNL129W,0.0,1.09,0
1930,YMR231W,0.907916784286499,YMR231W,1.0,0.7,0
1931,YDR183W,0.359394371509552,YDR183W,0.0,0.65,0
1932,YAL046C,0.16899341344833374,YAL046C,0.0,2.06,0
1933,YDL225W,0.5109516382217407,YDL225W,0.95,1.44,1
1934,YKL215C,0.9347319602966309,YKL215C,0.98,0.65,1
1935,YEL021W,0.359394371509552,YEL021W,0.0,0.97,1
1936,YML114C,0.18340863287448883,YML114C,0.0,0.91,0
1937,YDR260C,0.1451936960220337,YDR260C,0.0,0.79,0
1938,YDR185C,0.359394371509552,YDR185C,0.0,0.53,0
1939,YPL236C,0.24964639544487,YPL236C,0.0,0.71,0
1940,YGL190C,0.1885332614183426,YGL190C,0.0,0.99,1
1941,YDR534C,0.14981041848659515,YDR534C,0.0,0.62,0
1942,YPR134W,0.16156812012195587,YPR134W,0.0,1.12,0
1943,YKR001C,0.9414405226707458,YKR001C,1.0,2.15,1
1944,YGR003W,0.7167792916297913,YGR003W,1.0,0.55,0
1945,YMR219W,0.9431430697441101,YMR219W,1.0,1.06,1
1946,YDR341C,0.9434319138526917,YDR341C,1.0,4.79,1
1947,YLR143W,0.359394371509552,YLR143W,0.0,0.91,0
1948,YOL126C,0.3265214264392853,YOL126C,0.0,1.76,1
1949,YDR477W,0.15752936899662018,YDR477W,0.0,1.07,1
1950,YPL211W,0.8514531850814819,YPL211W,0.96,4.13,1
1951,YKL157W,0.9082915186882019,YKL157W,1.0,2.6,1
1952,YIL109C,0.9415531754493713,YIL109C,1.0,2.6,1
1953,YMR165C,0.871914267539978,YMR165C,1.0,1.33,1
1954,YPL140C,0.359394371509552,YPL140C,0.0,0.59,0
1955,YLR364W,0.359394371509552,YLR364W,0.0,1.08,0
1956,YDL160C,0.8808268904685974,YDL160C,1.0,1.15,1
1957,YLR109W,0.9403888583183289,YLR109W,1.0,20.55,1
1958,YOL106W,0.1446971595287323,YOL106W,0.0,1.03,0
1959,YKL079W,0.19017338752746582,YKL079W,0.0,0.69,1
1960,YKL080W,0.9309054613113403,YKL080W,1.0,5.35,1
1961,YOL034W,0.3439261019229889,YOL034W,0.77,1.69,0
1962,YDR001C,0.9235813021659851,YDR001C,1.0,2.97,1
1963,YCR047C,0.18372605741024017,YCR047C,0.0,1.62,0
1964,YMR079W,0.9383337497711182,YMR079W,1.0,4.71,1
1965,YOR205C,0.359394371509552,YOR205C,0.0,1.05,0
1966,YDR514C,0.14383317530155182,YDR514C,0.0,0.81,0
1967,YOL056W,0.359394371509552,YOL056W,0.0,1.23,0
1968,YOR332W,0.9434419274330139,YOR332W,1.0,5.48,1
1969,YER179W,0.16264007985591888,YER179W,0.0,0.33,0
1970,YDR021W,0.28468742966651917,YDR021W,0.0,1.12,1
1971,YLR227C,0.16175611317157745,YLR227C,0.42,0.9,0
1972,YDL134C,0.24474461376667023,YDL134C,0.23,1.62,0
1973,YGL251C,0.5210292339324951,YGL251C,0.64,0.54,0
1974,YDR191W,0.26203638315200806,YDR191W,0.0,0.58,0
1975,YOR315W,0.7289004325866699,YOR315W,0.99,1.63,0
1976,YIL050W,0.14387087523937225,YIL050W,0.0,0.62,0
1977,YER038C,0.15881048142910004,YER038C,0.0,0.48,0
1978,YDL056W,0.9420590400695801,YDL056W,1.0,1.14,0
1979,YLR293C,0.9418355226516724,YLR293C,1.0,10.67,1
1980,YJR050W,0.1588091403245926,YJR050W,0.0,0.64,0
1981,YLR147C,0.25113022327423096,YLR147C,0.0,1.58,0
1982,YDL165W,0.359394371509552,YDL165W,0.0,1.69,0
1983,YLR462W,0.1386841982603073,YLR462W,0.0,0.3,0
1984,YOL032W,0.24032704532146454,YOL032W,0.0,0.8,0
1985,YPL096W,0.2023749053478241,YPL096W,0.0,0.72,0
1986,YHR067W,0.359394371509552,YHR067W,0.0,0.46,0
1987,YKL010C,0.8757351040840149,YKL010C,1.0,1.2,1
1988,YFR013W,0.2870017886161804,YFR013W,0.0,0.55,0
1989,YGL096W,0.1503428816795349,YGL096W,0.0,0.5,0
1990,YOR017W,0.4365641474723816,YOR017W,0.55,0.88,0
1991,YGR093W,0.359394371509552,YGR093W,0.0,1.01,0
1992,YHR203C,0.359394371509552,YHR203C,0.0,41.58,1
1993,YGR214W,0.359394371509552,YGR214W,0.0,21.97,1
1994,YHL025W,0.5309176445007324,YHL025W,0.88,1.14,0
1995,YNL118C,0.9413562417030334,YNL118C,1.0,1.01,1
1996,YLL009C,0.14419880509376526,YLL009C,0.0,3.15,0
1997,YKR019C,0.3528549373149872,YKR019C,0.88,0.38,0
1998,YGR072W,0.34965798258781433,YGR072W,0.0,0.81,0
1999,YBR286W,0.8564192652702332,YBR286W,1.0,8.52,1
2000,YHL011C,0.9421095252037048,YHL011C,1.0,2.86,1
2001,YKR002W,0.29925018548965454,YKR002W,0.4,1.11,1
2002,YML078W,0.8470313549041748,YML078W,0.99,5.96,1
2003,YBL085W,0.8498756289482117,YBL085W,1.0,1.65,1
2004,YNL131W,0.9390760660171509,YNL131W,1.0,3.36,1
2005,YOR116C,0.8813813924789429,YOR116C,0.99,2.14,1
2006,YBL083C,0.1471281349658966,YBL083C,0.0,0.94,0
2007,YDL174C,0.6914883852005005,YDL174C,1.0,2.03,1
2008,YFL056C,0.2702975869178772,YFL056C,0.0,0.24,0
2009,YPL113C,0.15659521520137787,YPL113C,0.0,0.5,0
2010,YDR082W,0.15226773917675018,YDR082W,0.0,0.76,0
2011,YOR009W,0.1426306813955307,YOR009W,0.0,1.56,0
2012,YDR528W,0.14767371118068695,YDR528W,0.0,0.64,0
2013,YNL063W,0.17871583998203278,YNL063W,0.25,0.72,0
2014,YMR146C,0.9411672949790955,YMR146C,1.0,4.9,1
2015,YDR453C,0.4133385419845581,YDR453C,0.47,1.82,1
2016,YML121W,0.4504804015159607,YML121W,0.54,2.17,0
2017,YOR119C,0.6174848079681396,YOR119C,0.85,1.44,1
2018,YIL115C,0.9398822784423828,YIL115C,1.0,3.36,1
2019,YHR134W,0.16097019612789154,YHR134W,0.0,0.74,0
2020,YCR015C,0.3648172616958618,YCR015C,0.45,0.96,0
2021,YBR190W,0.1473061889410019,YBR190W,0.0,0.81,0
2022,YKR046C,0.17401649057865143,YKR046C,0.0,0.73,1
2023,YER121W,0.1567366123199463,YER121W,0.0,0.47,0
2024,YPL091W,0.9437229633331299,YPL091W,1.0,2.18,1
2025,YDL139C,0.1479017436504364,YDL139C,0.0,0.43,0
2026,YCR082W,0.19942627847194672,YCR082W,0.0,3.0,0
2027,YJR154W,0.19122172892093658,YJR154W,0.35,0.29,0
2028,YNL172W,0.16242186725139618,YNL172W,0.28,1.02,0
2029,YPR185W,0.6112017035484314,YPR185W,1.0,0.79,0
2030,YDR500C,0.359394371509552,YDR500C,0.0,28.05,1
2031,YBR033W,0.9269450306892395,YBR033W,0.99,1.28,0
2032,YOR169C,0.141967311501503,YOR169C,0.26,2.54,0
2033,YDR171W,0.930244505405426,YDR171W,1.0,1.16,1
2034,YER004W,0.359394371509552,YER004W,0.0,1.79,1
2035,YLR243W,0.359394371509552,YLR243W,0.0,1.63,0
2036,YDR288W,0.22013349831104279,YDR288W,0.0,0.76,0
2037,YIL059C,0.1446971595287323,YIL059C,0.0,0.72,0
2038,YJR090C,0.8530039191246033,YJR090C,1.0,1.11,0
2039,YHR183W,0.9356929659843445,YHR183W,1.0,10.88,1
2040,YDL115C,0.359394371509552,YDL115C,0.0,0.86,0
2041,YAL054C,0.1969451755285263,YAL054C,0.0,0.65,1
2042,YIL079C,0.5534611940383911,YIL079C,0.68,0.9,0
2043,YOR168W,0.9435338973999023,YOR168W,1.0,4.99,1
2044,YDR232W,0.9347319602966309,YDR232W,0.98,1.51,1
2045,YDR426C,0.1446971595287323,YDR426C,0.0,0.52,0
2046,YOL041C,0.7658687829971313,YOL041C,1.0,2.5,1
2047,YCL056C,0.1536257565021515,YCL056C,0.0,1.67,0
2048,YHR060W,0.25460052490234375,YHR060W,0.0,1.58,0
2049,YIL055C,0.5297499299049377,YIL055C,0.71,0.2,0
2050,YMR199W,0.14450645446777344,YMR199W,0.0,1.11,0
2051,YGL137W,0.9409971833229065,YGL137W,1.0,2.17,1
2052,YKR072C,0.30644622445106506,YKR072C,0.21,1.04,1
2053,YHR152W,0.1721244901418686,YHR152W,0.0,1.84,0
2054,YDR014W,0.229300394654274,YDR014W,0.26,0.61,0
2055,YML108W,0.34241199493408203,YML108W,0.0,2.02,0
2056,YKL014C,0.9415380954742432,YKL014C,1.0,1.21,1
2057,YJR077C,0.9130260944366455,YJR077C,1.0,4.4,1
2058,YPL261C,0.359394371509552,YPL261C,0.0,0.8,0
2059,YOL095C,0.21396401524543762,YOL095C,0.38,0.69,0
2060,YGL071W,0.18142542243003845,YGL071W,0.27,0.99,0
2061,YLR351C,0.9440698027610779,YLR351C,1.0,2.48,1
2062,YBR160W,0.28670668601989746,YBR160W,0.0,1.53,1
2063,YDR267C,0.14612862467765808,YDR267C,0.0,1.68,0
2064,YGR118W,0.9411291480064392,YGR118W,1.0,49.25,1
2065,YML008C,0.9434384107589722,YML008C,1.0,8.73,1
2066,YOR040W,0.359394371509552,YOR040W,0.0,0.51,0
2067,YDL244W,0.18043531477451324,YDL244W,0.0,0.4,0
2068,YLR156W,0.14456771314144135,YLR156W,0.0,0.26,0
2069,YGR008C,0.20410650968551636,YGR008C,0.0,8.26,1
2070,YOR070C,0.359394371509552,YOR070C,0.0,0.53,0
2071,YOR258W,0.36812564730644226,YOR258W,0.89,1.15,0
2072,YLR431C,0.2029908001422882,YLR431C,0.0,0.38,0
2073,YGL219C,0.19761058688163757,YGL219C,0.0,0.87,0
2074,YDL044C,0.41557177901268005,YDL044C,0.96,1.1,1
2075,YDL203C,0.23567233979701996,YDL203C,0.0,0.66,0
2076,YHR191C,0.2130569964647293,YHR191C,0.0,1.09,0
2077,YJL065C,0.20187459886074066,YJL065C,0.0,1.0,0
2078,YER076C,0.359394371509552,YER076C,0.0,0.5,0
2079,YOR334W,0.18929257988929749,YOR334W,0.0,1.36,0
2080,YDR369C,0.5239478349685669,YDR369C,1.0,0.26,0
2081,YNL043C,0.14497442543506622,YNL043C,0.0,1.14,0
2082,YGL036W,0.3169473111629486,YGL036W,0.0,1.11,0
2083,YAR075W,0.359394371509552,YAR075W,0.0,2.92,1
2084,YHR006W,0.1529511660337448,YHR006W,0.26,0.4,0
2085,YJL100W,0.8673641085624695,YJL100W,0.98,0.44,0
2086,YGL128C,0.18966351449489594,YGL128C,0.0,0.59,0
2087,YHR146W,0.7940765023231506,YHR146W,1.0,4.72,1
2088,YPR029C,0.8489468693733215,YPR029C,1.0,1.22,1
2089,YNL084C,0.9362495541572571,YNL084C,0.99,1.96,1
2090,YHR163W,0.9424294829368591,YHR163W,1.0,4.22,1
2091,YGR229C,0.9088336229324341,YGR229C,1.0,3.28,1
2092,YLR157C,0.19083739817142487,YLR157C,0.0,0.82,0
2093,YLR209C,0.24413461983203888,YLR209C,0.0,1.66,1
2094,YGR015C,0.359394371509552,YGR015C,0.0,0.68,0
2095,YMR283C,0.45246443152427673,YMR283C,0.98,0.77,0
2096,YJL006C,0.2384316772222519,YJL006C,0.0,0.89,0
2097,YNL144C,0.28531649708747864,YNL144C,0.69,0.65,0
2098,YJR112W,0.19939807057380676,YJR112W,0.0,1.06,0
2099,YGR256W,0.37503448128700256,YGR256W,0.32,0.7,1
2100,YJL128C,0.9317557215690613,YJL128C,1.0,0.95,1
